"Country Name","Income Level","Region","Year","CO2 emissions (metric tons per capita)","Agriculture, forestry, and fishing, value added (% of GDP)","Energy intensity level of primary energy","Land Surface Temperature","Nitrous oxide emissions","Methane emissions","Population ages 65 and above (% of total population)","Unemployment, total (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Government expenditure on education, total","Control of Corruption: Estimate","Government Effectiveness: Estimate","GDP growth (annual %)","Regulatory Quality: Estimate","Rule of Law: Estimate","Voice and Accountability: Estimate","Political Stability and Absence of Violence/Terrorism","School enrollment, primary and secondary, gender parity index","ESG_Score","ESG_Rank"
Cabo Verde,Lower Middle Income,Sub-Saharan Africa,2016,0.984967625,7.995741096,2.69,32.4325906,0.125359513,0.179085021,5.225875255,12.00800037,18.1,75.742,2.123,17.84300995,0.862223923,0.137604639,4.705791509,-0.183302492,0.301762402,0.974187255,0.886215627,1.010139942,52.238245977000005,90
Jamaica,Upper Middle Income,Latin America & Caribbean,2016,2.700971805,6.598783856,4.27,27.5592292,0.156991753,0.285439554,6.397430616,13.18999958,15.1,72.02,1.516,19.14512062,-0.183220342,0.51226151,1.375223064,0.106488749,-0.153823361,0.681331456,0.307683945,0.992589428,51.561237649000006,91
Barbados,High Income,Latin America & Caribbean,2016,4.629479962,1.293243007,3.86,29.7666477,0.14354977,8.361773858,13.36843125,8.25,13.7,76.815,1.613,13.36244965,1.25191021,1.077202797,2.533024882,0.477260143,0.788659275,1.08579421,0.976609886,1.022210002,51.447344022,92
Guatemala,Upper Middle Income,Latin America & Caribbean,2016,1.105025419,9.661395473,4.37,28.1865345,0.298843356,0.615377214,4.486866018,2.579999924,27.3,72.355,2.973,23.4347496,-0.771265268,-0.621087372,2.677802555,-0.289470136,-1.019246936,-0.290310234,-0.542592645,0.959710002,51.352770644,93
Mongolia,Lower Middle Income,East Asia & Pacific,2016,5.997580528,12.62784369,6.22,13.1247057,4.195335619,5.542068362,3.879794868,7.239999771,18.5,69.865,2.957,13.10679054,-0.480891764,-0.07683713,1.489784485,-0.083207518,-0.209160477,0.332784593,0.797792852,0.992589428,50.905593587,94
Marshall Islands,Upper Middle Income,East Asia & Pacific,2016,3.724471997,12.87988999,10.66,27.12,0.0,0.620745294,2.830598605,7.684058763,34.4,71.94023987,2.71318913,27.04999924,0.016292706,-1.775630593,2.016095319,-0.990490496,-0.031740621,1.191460133,0.207749218,1.025670052,50.757668239000004,95
Dominica,Upper Middle Income,Latin America & Caribbean,2016,2.56867652,16.27180522,3.12,24.5330217,0.285408491,0.570816969,9.520513735,7.684058763,32.4,71.94023987,2.71318913,12.69810009,0.64534831,0.150095642,2.763647982,0.187672541,0.677339852,0.899462402,1.002437711,0.992589428,50.11408121,96
El Salvador,Lower Middle Income,Latin America & Caribbean,2016,1.147106408,5.732153907,3.38,31.5617259,0.191984334,0.572753251,7.499228063,4.420000076,14.9,72.025,1.965,13.93017006,-0.534401655,-0.319865674,2.5390625,-0.039981022,-0.743229032,0.188971519,-0.099291369,0.992589428,49.791836756,97
Seychelles,High Income,Sub-Saharan Africa,2016,6.126091694,2.234425775,3.08,25.9558809,0.0,0.9506005,6.952645796,7.684058763,14.8,74.3097561,2.39,11.72342968,1.143863678,0.556529105,5.353071513,-0.08085762,0.310661763,0.157843709,0.73300451,1.065889955,49.633632107000004,98
Paraguay,Upper Middle Income,Latin America & Caribbean,2016,1.1457541,11.04138737,3.4,28.280862,1.616502689,4.583016399,5.68444003,5.25,21.6,73.534,2.624,18.15431976,-0.742890298,-0.800617397,4.268025833,-0.219886422,-0.676253736,-0.063116975,0.141789719,0.992589428,49.61365212400001,99
Panama,High Income,Latin America & Caribbean,2016,2.674888648,2.60051772,1.49,27.9369672,0.322874196,1.189667221,7.508264647,3.263000011,16.4,77.653,2.528,7.466390133,-0.551290393,0.186069354,4.953211423,0.477356136,0.052947748,0.524012268,0.411430061,1.003780007,49.460291828,100
Iran,Lower Middle Income,Middle East & North Africa,2016,7.288890815,9.784420381,9.09,35.37578,0.43514152,2.734729498,6.003412314,12.61999989,14.9,75.6,2.07,19.44543076,-0.71773541,-0.192301854,8.815086643,-1.234145045,-0.680720985,-1.342969418,-0.813075423,1.018829942,49.351690181999984,101
Mexico,Upper Middle Income,Latin America & Caribbean,2016,3.894939366,3.34646442,3.21,31.6238797,0.358790977,1.133483282,7.198677618,3.859999895,15.7,74.412,2.086,17.93932915,-0.830518782,0.063901789,2.630532425,0.207757637,-0.564790964,-0.067501426,-0.629069388,1.036380053,49.29606931200001,102
Philippines,Lower Middle Income,East Asia & Pacific,2016,1.162905266,10.20512553,2.93,28.8115205,0.127389427,0.603192733,4.720854273,2.700000048,29.1,71.387,2.892,17.11450195,-0.496135116,0.055184983,7.14945675,0.122843675,-0.414423525,0.163444191,-1.379818797,1.008820057,47.16984599700001,103
Lebanon,Lower Middle Income,Middle East & North Africa,2016,4.443472189,2.727149458,3.32,26.1855071,0.148595081,0.508099321,7.57166177,9.782999992,8.0,79.505,2.183,7.148960114,-0.971040368,-0.442889571,1.55454941,-0.404922307,-0.796596467,-0.519660771,-1.618972659,0.992589428,46.814154353999996,104
Fiji,Upper Middle Income,East Asia & Pacific,2016,1.655104507,10.66433325,2.01,26.0317661,0.185110375,0.402887291,4.866279532,4.320000172,24.9,67.24,2.605,15.1698904,0.380507231,-0.235701814,2.445652008,-0.218169883,-0.057176415,0.028574849,0.91781497,1.023260236,44.135395919,105
St. Kitts and Nevis,High Income,Latin America & Caribbean,2016,5.022181188,0.788795938,2.56,27.090227,0.209257554,1.674060396,7.783416165,7.684058763,16.6,71.94023987,2.71318913,13.46000004,0.499706358,0.263139009,3.93046385,0.718752086,0.491536111,1.006599665,0.626330733,0.997089982,44.07309577600001,106
Grenada,Upper Middle Income,Latin America & Caribbean,2016,2.333994642,6.206326336,2.4,25.6560802,0.083356951,16.7547471,9.262207625,7.684058763,16.4,74.762,2.104,14.25794627,0.584479451,-0.121551275,3.740552601,0.071182676,0.653643787,0.817103922,1.018932462,0.991129994,43.62771619299999,107
St. Lucia,Upper Middle Income,Latin America & Caribbean,2016,2.890943357,2.080630449,2.93,25.7959903,0.170055495,1.473814234,8.321642051,19.64900017,22.4,73.112,1.461,21.97570038,0.672403395,0.099542975,3.753021478,0.277302921,0.574535549,1.0127213,1.018932462,0.98506999,42.972699394,108
Sao Tome and Principe,Lower Middle Income,Sub-Saharan Africa,2016,0.635286735,11.67435636,3.58,25.4103748,0.097736424,0.048868211,3.569569839,13.89400005,21.2,67.492,4.274,15.96667957,-0.057104509,-0.744742393,4.164768974,-0.86047405,-0.673408866,0.36150983,0.223286852,1.024559975,40.160735362,109
Brazil,Upper Middle Income,Latin America & Caribbean,2016,2.161272835,4.891353587,4.03,29.1866051,0.848304931,2.090210224,8.161850983,11.60000038,16.7,74.442,1.709,15.92883015,-0.422299951,-0.221285507,-3.275916908,-0.179583877,-0.184023544,0.451864898,-0.377205431,1.008540034,39.958730964,110
Trinidad and Tobago,High Income,Latin America & Caribbean,2016,12.46146166,1.071241212,18.48,27.2151098,0.285844569,4.641571445,8.880172895,3.210000038,18.8,74.281,1.678,10.4340601,-0.278395474,0.278874159,-6.764439191,-0.012696935,-0.191513568,0.558559716,0.286351979,0.992589428,39.723816809000006,111
Guyana,Upper Middle Income,Latin America & Caribbean,2016,3.267082718,20.38724091,4.14,26.8118896,1.172461128,1.883841967,5.441075924,13.46399975,32.1,68.384,2.509,18.71751022,-0.326903701,-0.276812613,3.807918837,-0.422596544,-0.296320051,0.253616989,-0.026062675,0.992589428,39.566981561000006,112
Tunisia,Lower Middle Income,Middle East & North Africa,2016,2.533873386,8.525516099,3.88,32.9385429,0.278974234,0.594745667,7.680121824,15.56000042,17.1,75.786,2.238,14.25794627,-0.137761429,-0.173241034,1.118015189,-0.443682522,0.040118434,0.303749323,-1.141326785,1.067800045,39.51911880699999,113
Suriname,Upper Middle Income,Latin America & Caribbean,2016,5.073496994,10.76804366,4.14,26.843882,0.481552249,2.407761205,6.396389734,7.920000076,19.8,71.592,2.469,16.07542038,-0.309648991,-0.338375062,-4.915786469,-0.631391525,-0.158274919,0.415314823,0.162081346,0.992589428,39.192669881000015,114
Dominican Republic,Upper Middle Income,Latin America & Caribbean,2016,2.335766826,5.507273224,2.21,28.6890594,0.303963148,0.839698209,6.22563575,7.28000021,35.0,72.987,2.406,21.94519997,-0.789947569,-0.262045592,6.659200263,0.000289518,-0.378889054,0.181932896,0.252106041,0.990230024,38.67349767799999,115
"Bahamas, The",High Income,Latin America & Caribbean,2016,5.151827287,0.880469133,2.12,27.7810809,0.075762167,0.530335155,7.229469426,12.69999981,13.7,73.537,1.496,11.87473011,1.102531791,0.715726614,-0.857664319,0.253657579,0.255574524,0.852161884,0.975418746,0.992589428,38.496659597000004,116
Morocco,Lower Middle Income,Middle East & North Africa,2016,1.718162933,10.32196511,3.23,32.3753004,0.223030767,0.332409842,6.085840328,9.300000191,22.3,73.284,2.451,14.25794627,-0.165456429,-0.164237484,0.521185509,-0.145550981,-0.25655067,-0.624200046,-0.312573463,0.992589428,38.32505343900001,117
Tuvalu,Upper Middle Income,East Asia & Pacific,2016,0.921489106,10.77149544,2.56,29.3354545,0.0,0.921489106,5.473645411,7.684058763,25.1,64.108,3.195,14.25794627,0.061126988,-0.953740358,5.660377358,-0.595630527,0.595923543,1.081801653,1.413419366,1.037029982,38.313903651,118
Bangladesh,Lower Middle Income,South Asia,2016,0.465501758,13.46479232,2.61,27.4686204,0.171606059,0.562632566,4.926093348,4.349999905,36.1,71.09,2.097,13.98173618,-0.863241136,-0.675904393,7.113478213,-0.804246247,-0.657332778,-0.583839417,-1.261936784,0.992589428,38.116828046,119
Rwanda,Low Income,Sub-Saharan Africa,2016,0.097226535,25.16484074,4.35,28.1892702,0.160088523,0.150030602,2.972382761,1.144000053,46.0,65.737,4.06,12.27838993,0.635859013,0.046917222,5.970744298,0.021944391,0.115032583,-1.154162645,-0.054899283,1.015400052,37.298833149000004,120
Bolivia,Lower Middle Income,Latin America & Caribbean,2016,1.954183691,11.17187541,4.13,28.3717708,0.806178452,2.522415166,4.893906965,3.5,29.9,67.628,2.829,17.63999939,-0.754407942,-0.576043069,4.263920838,-1.008276939,-1.228689551,-0.036398344,-0.248866364,0.982200027,36.97367231199999,121
Ethiopia,Low Income,Sub-Saharan Africa,2016,0.142174388,34.6988796,8.72,34.6241229,0.438679684,0.77032495,2.995196885,2.288000107,59.0,64.392,4.469,23.01335907,-0.420890152,-0.660469055,9.433482658,-1.100014567,-0.494181752,-1.402380109,-1.619813204,0.992589428,36.81545677299999,122
Palau,Upper Middle Income,East Asia & Pacific,2016,14.03233049,3.117666778,9.0,26.6797266,0.485930447,1.122586414,7.689717108,7.684058763,19.2,71.94023987,2.71318913,14.23999977,-0.434362471,-0.401865363,-0.083373224,-0.18164885,0.319177091,1.2133919,0.950405359,0.992589428,36.444115552,123
Saudi Arabia,High Income,Middle East & North Africa,2016,16.7951115,2.685631524,5.7,40.6881501,0.250776044,3.326224068,2.328018692,5.650000095,8.6,77.064,2.59,24.94861984,0.224984735,0.258924305,1.670664257,0.075298205,0.332620949,-1.727441072,-0.464828491,0.956160009,36.15239114600001,124
India,Lower Middle Income,South Asia,2016,1.639915139,16.36380056,4.54,33.7488876,0.187578951,0.480347045,5.835516764,5.422999859,41.0,70.117,2.273,15.7215004,-0.313535988,0.090959072,8.256305502,-0.300758511,-0.037892893,0.440999389,-0.953839839,1.030451775,36.03777763700001,125
Myanmar,Lower Middle Income,East Asia & Pacific,2016,0.421256718,26.73441801,3.45,27.3743605,0.397168376,1.303082324,5.727988973,1.177000046,50.3,65.685,2.249,9.683899879,-0.620570064,-0.990306139,10.50778078,-0.874536395,-0.88777113,-0.796729267,-0.804619908,1.016939998,34.609626773,126
Algeria,Lower Middle Income,Middle East & North Africa,2016,3.84017304,12.2200948,4.85,38.4380335,0.304913351,2.305442413,5.339630282,10.19999981,24.8,75.732,3.051,16.11104012,-0.652786314,-0.430877894,3.2,-1.230026245,-0.906229854,-0.861592352,-1.097525716,0.992589428,30.326754141,127
Oman,High Income,Middle East & North Africa,2016,16.40037499,1.985322117,7.56,43.0629533,0.23646736,4.404204762,2.534395769,3.269999981,11.2,77.916,2.946,14.25794627,0.333613366,0.189830422,5.046423946,0.606734872,0.402702987,-1.054306746,0.760053039,0.985549986,30.004265635000007,128
Azerbaijan,Upper Middle Income,Europe & Central Asia,2016,3.304019557,5.604946281,4.35,23.1288564,0.415052063,1.448070542,5.617071669,5.0,24.5,72.004,1.9,8.199999809,-0.831865549,-0.11617627,-3.09999988,-0.386264741,-0.523486674,-1.56097424,-0.803879082,0.992589428,29.749962188999998,129
Tanzania,Lower Middle Income,Sub-Saharan Africa,2016,0.20587553,27.44414257,7.1,31.6246375,0.49263074,0.788209204,3.078111301,2.157999992,56.0,65.386,5.033,17.20423126,-0.509641171,-0.570895195,6.867116196,-0.47274977,-0.381647199,-0.223028824,-0.440994799,1.037510037,29.215801439999996,130
Jordan,Upper Middle Income,Middle East & North Africa,2016,2.490803465,4.506341003,3.88,34.8121712,0.133471743,0.626213265,3.190847892,15.27999973,17.0,75.215,3.077,12.15015984,0.27901113,0.15731056,1.994180818,0.078043476,0.265369505,-0.711071432,-0.492398381,0.992589428,28.085724435999996,131
Brunei Darussalam,High Income,East Asia & Pacific,2016,16.3617323,1.203633477,4.91,28.594922,0.352117635,3.685498041,4.310154603,8.383000374,10.8,74.733,1.915,11.44194984,0.562653184,1.079201698,-2.477917718,0.589656472,0.555983782,-0.900963008,1.154172063,1.014199972,28.083454014999994,132
Madagascar,Low Income,Sub-Saharan Africa,2016,0.124696393,25.13345436,7.86,31.6881732,0.354482822,0.648578119,2.939607674,1.804999948,57.2,64.997,4.163,19.83818054,-0.914880574,-1.198970437,3.993146064,-0.725130796,-0.819490135,-0.316467643,-0.290094614,0.996739984,25.509163940999997,133
Lao PDR,Lower Middle Income,East Asia & Pacific,2016,2.278214021,17.23017659,4.75,25.8115269,0.420816608,1.13910701,4.123321041,0.791999996,51.5,67.167,2.722,12.8905077,-0.956617892,-0.386136264,7.022836255,-0.739260256,-0.801922917,-1.759131193,0.532291293,0.938601553,25.348001374999992,134
Syrian Arab Republic,Low Income,Middle East & North Africa,2016,1.388929031,34.16687282,11.28,33.9376448,0.162938143,0.83420109,4.258810208,8.725000381,39.5,65.993,2.994,14.25794627,-1.578851938,-1.814593554,-6.405590739,-1.671178102,-1.9880867,-1.986694574,-2.916323185,0.992589428,25.045186489000002,135
Bahrain,High Income,Middle East & North Africa,2016,21.49452899,0.332168625,8.62,36.7273913,0.106408562,11.52050016,2.775596402,1.190999985,7.5,79.557,2.073,9.850000381,-0.021893913,0.325291306,3.558128119,0.604506552,0.451010048,-1.372028351,-0.793425679,1.014940023,24.28846451600001,136
Egypt,Lower Middle Income,Middle East & North Africa,2016,2.31730464,11.76931793,3.64,36.9383377,0.229495642,0.6810709,4.404531489,12.40999985,22.5,70.844,3.203,11.44999981,-0.569078922,-0.498412043,4.346643453,-0.881517708,-0.46563378,-1.204557061,-1.437696576,0.993189991,24.111577850999996,137
Nauru,High Income,East Asia & Pacific,2016,5.246130861,10.77149544,5.03,29.7582051,0.0,0.0,1.726926944,7.684058763,32.3,71.94023987,2.71318913,8.577910423,-0.434362471,-0.687633693,3.571428571,-0.389168292,-0.776702881,0.507921815,0.579077244,0.974319994,23.68986911000001,138
Papua New Guinea,Lower Middle Income,East Asia & Pacific,2016,0.860754509,17.86634044,5.18,26.4380874,0.401161052,1.204606887,2.806053981,2.483999968,49.7,64.84,3.495,14.25794627,-0.924967051,-0.740352571,5.489573153,-0.564895749,-0.761734009,0.158445418,-0.504772067,0.992589428,23.510617427,139
Senegal,Lower Middle Income,Sub-Saharan Africa,2016,0.686716537,14.41402039,3.93,37.3132276,0.36403433,0.719255888,3.150950897,4.460000038,46.5,67.497,4.683,21.33736992,-0.000139189,-0.47374016,6.369684417,-0.200520143,-0.108308889,0.369677246,-0.218255326,0.992589428,22.334094198000006,140
Ghana,Lower Middle Income,Sub-Saharan Africa,2016,0.543744838,20.84429315,2.96,32.311566,0.175947306,0.330916271,3.164405589,5.52699995,52.2,63.89,3.911,22.09332085,-0.155562237,-0.222265705,3.37346575,-0.289217651,0.050368041,0.583630621,-0.130928621,0.996119976,22.157455398,141
Kuwait,High Income,Middle East & North Africa,2016,22.61563259,0.518216223,7.3,39.5311442,0.227267955,6.388205932,2.559518884,2.160000086,8.7,79.701,2.157,10.51535988,-0.274353355,-0.16450952,2.925868226,-0.078001998,0.023942759,-0.628870189,-0.049683165,0.992589428,21.561826409999988,142
United Arab Emirates,High Income,Middle East & North Africa,2016,22.35647344,0.750862912,5.96,43.4358319,0.207910309,5.265578804,0.827883285,1.639999986,7.4,79.335,1.438,5.155275822,1.166215658,1.409889698,5.561490755,0.969070077,0.842403054,-1.050320983,0.564748943,0.960950017,20.709674799,143
Malawi,Low Income,Sub-Saharan Africa,2016,0.064347018,25.92704341,3.36,32.0604298,0.194764635,0.18787031,3.148692145,5.816999912,49.5,62.209,4.309,17.19881058,-0.765194535,-0.763381362,2.484040626,-0.871326864,-0.381714493,-0.030078597,-0.113478549,0.997420013,20.266420699,144
Uganda,Low Income,Sub-Saharan Africa,2016,0.127747538,22.66032279,10.16,30.3737573,0.335240522,0.575509114,1.57608854,1.919999957,52.4,61.648,5.174,12.46916962,-1.07058847,-0.610120058,4.781000291,-0.26187399,-0.25625506,-0.647862375,-0.715322733,1.001770616,19.828074739999998,145
Qatar,High Income,Middle East & North Africa,2016,33.49303982,0.18387227,5.88,38.8429861,0.235052401,8.180594051,1.043844594,0.150000006,7.4,80.433,1.827,14.25794627,0.895162702,0.731654823,3.064191884,0.692261636,0.787816525,-1.151015162,0.90023464,0.992589428,18.58288723200001,146
Kiribati,Lower Middle Income,East Asia & Pacific,2016,0.590652505,26.33849634,5.28,29.9254778,0.0,0.168757854,3.437597563,7.684058763,56.0,66.332,3.471,12.88805008,0.26496923,-0.400328964,-0.478196755,-0.846815288,0.330069542,1.004910588,0.87323606,0.992589428,18.17663090199999,147
Kenya,Lower Middle Income,Sub-Saharan Africa,2016,0.39900057,20.03451643,5.62,37.6254898,0.376451075,0.688176765,2.561359124,2.75999999,47.2,62.163,3.724,17.35457039,-0.891530573,-0.364104778,4.213517068,-0.348113745,-0.440108865,-0.11429017,-1.354791045,0.992589428,16.653495063999994,148
Burundi,Low Income,Sub-Saharan Africa,2016,0.040354655,31.54433613,7.56,28.8132642,0.172424435,0.12106397,2.318663729,1.590000033,64.4,60.793,5.587,20.78461075,-1.260349035,-1.455983877,-0.600000909,-0.844684064,-1.476552248,-1.555478096,-1.970720768,1.013820052,14.126554370999992,149
Iraq,Upper Middle Income,Middle East & North Africa,2016,3.675389044,3.977189811,4.12,36.3743743,0.106724019,3.259604765,3.129481585,10.81999969,28.8,68.988,3.9,14.0,-1.447234511,-1.203454971,13.78737302,-0.979118645,-1.760134339,-1.015549541,-2.313587666,0.992589428,13.339462353000012,150
Libya,Upper Middle Income,Middle East & North Africa,2016,8.110221452,4.611779896,11.05,36.6865098,0.288115812,5.385059911,4.71747459,19.52799988,12.8,71.756,2.673,14.25794627,-1.563735485,-1.72146976,-1.490941117,-2.20100069,-1.689595222,-1.428392887,-2.283329964,0.992589428,9.536418204000002,151
Timor-Leste,Lower Middle Income,East Asia & Pacific,2016,0.489971128,16.95810125,1.97,28.8133808,0.220486999,4.695556452,5.493311078,4.659999847,48.4,67.446,3.737,6.095623493,-0.52685225,-1.027978897,3.382977353,-0.988567412,-1.161128759,0.220837563,-0.010503778,1.002637148,7.838061562999993,152
Comoros,Lower Middle Income,Sub-Saharan Africa,2016,0.29481448,31.36847203,2.79,26.1798185,0.067003291,0.335016456,4.147771739,8.102000237,70.1,63.237,4.348,14.25794627,-0.685008645,-1.639262915,3.320446562,-1.088867188,-1.038780212,-0.290625662,0.035759903,0.992589428,5.980788346000008,153
